query,n_rank1,n_rank2,n_rank3
flo다른계정으로,"('다른 번호 문의', 0.474)",,
와이파이켜달라고,"('T wifi zone 이용 방법', 0.463)","('SK 유무선 공유기 Wi-Fi 접속 불가 조치 방법', 0.423)",
지금 제가 실시간이용요금제에 가입되어 있는건가요?,"('부가서비스 가입내역 확인 방법', 0.606)","('가족결합 확인 방법', 0.521)","('실시간 요금 상세 내역', 0.512)"
쿠폰 추가,"('추가 관련', 0.674)","('SK텔레콤 할인 혜택', 0.591)","('데이터 리필하기 쿠폰 제공', 0.555)"
납부가능일 25일 가능합니다,"('요금 납부일 확인 방법', 0.767)","('요금 납부일 변경 방법', 0.701)","('단말기 할부금 중도 납부 방법', 0.632)"
다른 유심개통 해지신청,"('이동전화 해지 방법', 0.612)","('eSIM 해지 방법', 0.586)","('USIM 카드 교품 방법', 0.542)"
"실시간요금 3,475원은 무슨뜻인가요?","('실시간 요금 상세 내역', 0.588)",,
선물하고 싶어요,"('T끼리 데이터 선물하기 대상', 0.562)","('T끼리 데이터 선물 조르기 방법', 0.543)","('구매 관련', 0.482)"
네 상담 감사합니다,"('채티 서비스', 0.684)","('A.', 0.542)","('전화 상담사 연결', 0.523)"
t전화 통화기록 저장하고 있는 기간은?,"('T전화 아이폰 최근기록 표시 정책', 0.713)","('T전화 최근기록 보기 설정', 0.698)","('통화 내역 열람 방법', 0.681)"
딸 선택약정가입,"('미성년자 관련', 0.462)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.461)","('다른 번호 문의', 0.455)"
가상계좌번호 답장해주세요,"('자동납부번호 확인 방법', 0.454)","('채팅플러스 계좌 송금 서비스', 0.453)",
30 일까지 납부가능합니다,"('요금 납부일 확인 방법', 0.725)","('단말기 할부금 중도 납부 방법', 0.675)","('요금 납부일 변경 방법', 0.623)"
이주연 920702,"('다른 번호 문의', 0.406)",,
요금이 너무 비싸게 나옵니다,"('요금제문의', 0.713)","('SK텔레콤 할인 혜택', 0.526)","('실시간 요금 상세 내역', 0.467)"
선물남은갯수,"('T끼리 데이터 선물하기 받은 데이터 사용 방법', 0.418)","('T끼리 데이터 선물하기 알림', 0.417)","('일자별 잔여통화안내', 0.416)"
T끼리 선물로 할게,"('T끼리 데이터 선물하기 대상', 0.609)","('T끼리 데이터 선물 조르기 방법', 0.543)","('T끼리 데이터 선물하기 알림', 0.51)"
가상계좌를보내주세요,"('채팅플러스 계좌 송금 서비스', 0.411)",,
플러스파손,"('제휴카드 할인', 0.462)","('T아이폰파손 14', 0.408)",
통화중 대기. 를 부탁합니다,"('통화중대기 서비스', 0.843)","('통화중대기 서비스 신청 방법', 0.785)","('통화중대기 서비스 해지 방법', 0.588)"
상담종료하자고,"('SK텔레콤 고객센터 운영 시간', 0.575)","('전화 상담사 연결', 0.496)","('채티 서비스', 0.418)"
사진문자 보내기를 했는데,"('동영상 관련', 0.545)","('영상통화 관련', 0.468)","('메시지 관련', 0.448)"
통화중상대가전화했을때상대방전화번호가안뜨네요,"('제조사 AS 센터 연락처', 0.57)","('T전화 내 위치 설정 방법', 0.422)","('고장 실패 관련', 0.405)"
해지하려구요. 상담사 통하부탁합나다.암방에서 사람죽어도 모르겠네요.,"('단말보험 해지 방법', 0.477)",,
나의 가입 년도,"('휴대폰 개통일 확인 방법', 0.76)","('T끼리 온가족할인제도 가입 년 수 확인 방법', 0.518)","('요금 납부일 확인 방법', 0.493)"
재약정상담,"('선택약정 할인제도 재가입 조건', 0.519)",,
문자수신 pc에서 관리,"('휴대폰 문자 수발신 실패 조치 방법', 0.574)","('Tworld 문자 보내기 이용 방법', 0.549)","('제조사 AS 센터 연락처', 0.54)"
선택약정할인 기간 연장 해주세요.,"('선택약정 할인제도 약정 기간 변경', 0.674)","('선택약정 할인제도 재가입 조건', 0.671)","('선택약정 할인제도 만료 SMS 발송 시기', 0.572)"
유심 빼면 문자 못보나요?  문자 수발신 문의가 아니라  기존에 받았던 문자를  볼수 있느냐? 질문입니다,"('휴대폰 MMS 수신 후 저장 실패 조치 방법', 0.494)","('USIM 카드 교품 방법', 0.461)","('제조사 AS 센터 연락처', 0.448)"
실시간 요금 지금결제하고싶어요,"('통신과금 선결제 이용 방법', 0.593)","('결제 관련', 0.49)","('Sk pay 결제 방법', 0.485)"
요금 청구서 메일로 다시 보내줘,"('요금안내서 재발행 방법', 0.896)","('요금안내서 발행유형 자동 변경 해제 방법', 0.616)","('요금안내서 변경 방법', 0.613)"
바로이용중에 사용 용량변경가능한가요?,"('baro 요금제 잔여량 확인', 0.428)",,
미납문의로 상담부탁드립니다.,"('SKT 미납센터 연락처', 0.794)","('가산금', 0.663)","('과납', 0.643)"
약정할인적용원함,"('요금약정 할인제도', 0.48)","('0히어로 할인제도 신청 방법', 0.461)","('데이터결합약정할인 신청 방법', 0.449)"
신규 개통,"('개통 관련', 0.847)","('신규가입 구비서류', 0.774)","('이동전화 가입제한', 0.474)"
가족입니다민,"('가족 관련', 0.54)","('가족결합 확인 방법', 0.518)","('결합 상품', 0.403)"
쿠폰권 사용가능한지 조회먼저해주세요,"('T쿠폰 등록 방법', 0.577)","('T쿠폰 잔액 조회 방법', 0.534)","('T쿠폰', 0.521)"
즉시납부하려는데 공동인증서로 로그인하는바법 알려주기,"('공동인증서 등록 방법', 0.78)","('OK캐쉬백 납부', 0.457)","('세이프캐시 신청 방법', 0.444)"
가시고기,,,
요즘엔 우울하기도 하고 단어시험은 다 맞는 날이 없고,"('공부 관련', 0.642)",,
말일에 입금할께요,"('요금 납부일 확인 방법', 0.669)","('요금 납부일 변경 방법', 0.664)","('단말기 할부금 중도 납부 방법', 0.599)"
부가서비스중 꼭 필요한 서비스는 무엇인가요,"('부가서비스 가입내역 확인 방법', 0.684)","('추가 관련', 0.473)","('SK텔레콤 할인 혜택', 0.436)"
상담사  하고상담하고싶어요,"('전화 상담사 연결', 0.83)","('SK텔레콤 고객센터 운영 시간', 0.565)","('채티 서비스', 0.498)"
실시간이용요금?,"('실시간 요금 상세 내역', 0.763)","('최근 사용량 확인 방법', 0.418)","('요금제문의', 0.408)"
휴대폰요금에 왜 티브이 요금이 침부 되나요?,,,
sk브로드밴드 인터넷 btv 재계약시 혜택은?,"('유선 상품 변경 방법', 0.576)","('인터넷 TV 가입(타사)', 0.456)","('SK브로드밴드 고객센터', 0.407)"
결제 카드 2개월분 납부,"('단말기 할부금 중도 납부 방법', 0.589)","('요금 부분 납부 방법', 0.538)","('통신과금 선결제 이용 방법', 0.526)"
매달결제되는건가요?,"('결제 관련', 0.54)","('요금제문의', 0.534)","('요금 수납 내역 확인 방법', 0.521)"
부고 문자 보내려 하는데 초과로 발송이 안되어요,,,
This sea,"('채티 서비스', 0.469)",,
로밍 7일 요금제,"('baro 7GB', 0.499)","('New T 아이폰파손7', 0.459)","('로밍 일시 허용', 0.434)"
전화 하시는분에게 현재 로밍 중 이라는 멘트가 안 나오게 하고 싶어요,"('로밍 중 발신번호 표시', 0.484)","('로밍 통화 요금 발생 시점', 0.472)","('로밍 중 전화 발신 방법', 0.457)"
납부 은행 계좌,"('요금 수납 내역 확인 방법', 0.568)","('요금 납부일 확인 방법', 0.53)","('편의점 요금 납부', 0.507)"
분실 습득,"('분실폰 찾기', 0.685)","('분실 정지 방법', 0.65)","('분실 정지 해제 방법', 0.643)"
약정할인 연장 문의합니다,"('연장 관련', 0.537)","('선택약정 할인제도 약정 기간 변경', 0.506)","('요금약정 할인제도', 0.502)"
매월 영화티켓 혜택,"('T멤버십 VIP Pick 영화 예매 방법', 0.679)",,
9월요금미수금,"('과납', 0.579)","('요금 수납 내역 확인 방법', 0.528)","('요금 납부일 확인 방법', 0.433)"
중계동이 뭐야,"('휴대폰 중계기 설치', 0.58)",,
가상계좌번호 주세요.,,,
티비 인터넷 설치,"('유선 인터넷 모뎀 공유기', 0.546)","('인터넷 TV 가입(타사)', 0.542)","('유선 상품 설치 가능 지역', 0.538)"
다른사람이 내번호를써요,"('다른 번호 문의', 0.53)","('발신번호 관련', 0.494)","('Msafer 서비스', 0.473)"
두번째 전화번호 사용방법을 알려주세요,"('넘버플러스2 이용 방법', 0.649)","('넘버플러스2', 0.519)","('넘버플러스2 번호 확인 방법', 0.498)"
폰인터넷이  잘안되요,"('휴대폰 데이터 접속 불가 조치 방법', 0.817)","('휴대폰 데이터 속도 저하 조치 방법', 0.624)","('통화품질 관련', 0.588)"
자동납부청구번호,"('자동납부번호 확인 방법', 0.838)","('자동납부 해지 방법', 0.414)","('SKT 미납센터 연락처', 0.412)"
sk클럽카드 할인,"('T멤버십 혜택', 0.561)","('T멤버십 가맹점 및 사용 방법', 0.529)","('T멤버십 발급 비용', 0.518)"
요금 다음달로,"('요금제문의', 0.52)","('요금 납부일 변경 방법', 0.494)","('요금 부분 납부 방법', 0.447)"
이용권해지 하려구요,"('이동전화 해지 방법', 0.672)","('FLO 유료 이용권 해지 방법', 0.594)","('자동납부 해지 방법', 0.57)"
왜 해지금액이 올랏는가요 .한푼이라도 챙겨야겠다는 거신가요 그란식으로 고객대하면 떠납니다,"('예상 해지 금액', 0.529)","('이동전화 해지 방법', 0.475)","('철회', 0.426)"
누구 써비스를 어뜩해 해요?,"('NUGU 서비스', 0.681)","('NUGU 서비스 디바이스 AS 센터', 0.536)","('NUGU 서비스 디바이스 연결', 0.521)"
약정할인 추가,"('T끼리 온가족할인제도 가족 추가', 0.52)","('요즘가족결합 가족 추가', 0.402)",
납부계좌 주세요,"('요금 수납 내역 확인 방법', 0.585)","('수납이력서 재발행 방법', 0.562)","('단말기 할부금 중도 납부 방법', 0.542)"
집에 인터넷이 안되요,"('인터넷 관련', 0.801)","('유선 인터넷 접속 불가 조치 방법', 0.634)","('유선 인터넷 모뎀 공유기', 0.497)"
이번달 말까지 납부할께요,"('단말기 할부금 중도 납부 방법', 0.708)","('요금 납부일 확인 방법', 0.64)","('요금 수납 내역 확인 방법', 0.619)"
납부가능한날짜 25일가능한가요,"('요금 납부일 확인 방법', 0.708)","('요금 납부일 변경 방법', 0.686)","('단말기 할부금 중도 납부 방법', 0.64)"
T전화 자동 받기 취소,"('T전화 탈퇴 및 서비스 미사용', 0.614)","('T전화 NUGU 계정 해제 방법', 0.49)","('자동납부 해지 방법', 0.433)"
가맹점입니다 핸드폰에슷자번호로결제요구 결제가안됨,"('휴대폰결제 비밀번호 등록 방법', 0.417)",,
로그인보로서비스해지,"('로그인보호서비스 해지 방법', 0.596)","('휴대폰간편로그인 해지 방법', 0.566)","('로그인플러스 해지 방법', 0.545)"
미납정지. 연장,"('미납 이용정지', 0.447)",,
현재 무슨은행으로 되어있나요,"('자동납부번호 확인 방법', 0.479)",,
핸드폰 보험이 되어있는지 확인하려고요,"('부가서비스 가입내역 확인 방법', 0.847)","('단말 보험 가입 방법', 0.642)","('가족결합 확인 방법', 0.452)"
화질이 안좋다고,"('B tv 화질 저하 조치 방법', 0.722)","('휴대폰 데이터 속도 저하 조치 방법', 0.453)","('B tv 화면 색상 이상 조치 방법', 0.427)"
미납금 다냇는지확인,"('요금 수납 내역 확인 방법', 0.713)","('과납', 0.556)","('SKT 미납센터 연락처', 0.532)"
중계기,"('휴대폰 중계기 설치', 0.902)","('중계기 설치 후 휴대폰 사용 불가 조치 방법', 0.642)","('전화 관련', 0.471)"
상담 원합니다,"('채티 서비스', 0.726)","('데이터 문의 관련', 0.555)","('전화 상담사 연결', 0.539)"
인터넷하고싶어,"('인터넷 관련', 0.903)","('데이터 문의 관련', 0.542)","('T플러스 인터넷 신청 방법', 0.488)"
휴대폰 요금 입그일은 언제 인가요?,"('요금 납부일 확인 방법', 0.638)","('요금 납부일 변경 방법', 0.571)","('휴대폰 개통일 확인 방법', 0.486)"
T 맴버십 혜택 알려줘!,"('T멤버십 혜택', 0.787)","('T멤버십 카드 발급 조건', 0.435)",
baro  자동 이용 되나요,"('T전화 baro 이용 방법', 0.697)","('자동연결 유료 서비스 이용 방법', 0.491)","('퀵보이스 이용 방법', 0.441)"
약정조회할께,"('요금약정 할인제도', 0.575)","('SK텔레콤 이용약관', 0.406)",
상담문의해줘,"('채티 서비스', 0.718)","('전화 상담사 연결', 0.535)","('데이터 문의 관련', 0.525)"
자녀핸드폰 선택약정 신청,,,
미납요금납기일변경,"('요금 납부일 변경 방법', 0.695)","('유선 요금 납부일 변경 방법', 0.548)","('요금 납부일 확인 방법', 0.463)"
미납여부,"('SKT 미납센터 연락처', 0.702)","('요금 수납 내역 확인 방법', 0.661)","('과납', 0.634)"
선택약정 재가입 가능할까요?,"('선택약정 할인제도 재가입 조건', 0.915)","('선택약정 할인제도 해지 방법', 0.558)","('선택약정 할인제도 승계 조건', 0.506)"
이번달 현재사용요금,"('실시간 요금 상세 내역', 0.689)","('요금제문의', 0.479)",
지금 통화는 어렵습니다,"('전화 상담사 연결', 0.624)","('통화품질 관련', 0.557)","('제조사 AS 센터 연락처', 0.53)"
약정위약금 문의할께,"('요금약정 할인제도', 0.453)","('SK텔레콤 이용약관', 0.424)",
전원꺼진상태에서 부재중 전화기록,"('제조사 AS 센터 연락처', 0.703)","('T전화 최근기록 보기 설정', 0.512)","('콜키퍼', 0.449)"
누구 어떻게 연결해?,"('NUGU 서비스 디바이스 연결', 0.669)","('NUGU 서비스 음악 연동 방법', 0.642)","('T전화 NUGU 계정 연동 방법', 0.64)"
미납청구요금,"('가산금', 0.672)","('SKT 미납센터 연락처', 0.671)","('미납 이용정지', 0.644)"
로밍 중이고 바로로 통화했는데 요금 무료맞지요?,"('로밍 통화 요금', 0.648)","('T전화 baro', 0.618)","('T전화 baro 이용 방법', 0.585)"
카톡이 안된다구요,"('휴대폰 데이터 접속 불가 조치 방법', 0.531)","('휴대폰 문자 수발신 실패 조치 방법', 0.432)","('휴대폰 전화 수발신 불가 조치 방법', 0.421)"
선물790925,,,
문자 사용,"('메시지 관련', 0.721)","('휴대폰 문자 수발신 실패 조치 방법', 0.549)","('MMS', 0.543)"
약정할인 연장이요,"('연장 관련', 0.542)","('요금약정 할인제도', 0.517)","('선택약정 할인제도 약정 기간 변경', 0.466)"
납부 가능일 2023.11.25일로 가능할까요?,"('요금 납부일 확인 방법', 0.682)","('요금 납부일 변경 방법', 0.55)","('요금 수납 내역 확인 방법', 0.487)"
sk텔레콤안양지점주소,"('영업장 위치 확인', 0.72)","('개통 대리점 조회 방법', 0.442)",
납부날자 20일도가능한가요,"('요금 납부일 변경 방법', 0.803)","('요금 납부일 확인 방법', 0.732)","('단말기 할부금 중도 납부 방법', 0.536)"
내신용지킴이 유료사용하는앱 취소요망,"('PASS신용지키미 해지 방법', 0.652)","('자녀요금통보서비스 해지 방법', 0.45)","('요금안내서 발행유형 자동 변경 해제 방법', 0.439)"
혹시 kt통신사에 미납요금은 없나요?,"('SKT 미납센터 연락처', 0.718)","('과납', 0.582)","('가산금', 0.576)"
문자 안오는경우,"('휴대폰 문자 수발신 실패 조치 방법', 0.823)","('메시지 관련', 0.666)","('제조사 AS 센터 연락처', 0.605)"
결제금액알려줘,"('요금 수납 내역 확인 방법', 0.606)","('콘텐츠 이용료 구매내역 확인 방법', 0.59)","('실시간 요금 상세 내역', 0.544)"
T로밍할인,"('T로밍 카드', 0.493)","('T로밍 Biz 요금제', 0.426)","('데이터 로밍 요금', 0.407)"
그 휴대폰,"('휴대폰 관련', 0.824)","('제조사 AS 센터 연락처', 0.664)","('휴대폰 기기변경 방법', 0.559)"
납부가능일 등록 정정,"('요금 납부일 변경 방법', 0.791)","('요금 납부일 확인 방법', 0.556)","('유선 요금 납부일 변경 방법', 0.536)"
미납요금 이번달25일에가능,"('SKT 미납센터 연락처', 0.622)","('과납', 0.527)","('자동납부 해지 방법', 0.518)"
소액결제 월한도,"('법인 휴대폰 결제 이용 한도', 0.619)","('애플 콘텐츠 이용료 결제 이용 한도', 0.615)","('060정보료 한도제', 0.587)"
아뇨 무조건 취소해주세요,"('철회', 0.746)","('퀵보이스 해지 방법', 0.657)","('이동전화 해지 방법', 0.639)"
액정고장입니다. 휴대폰안의 내용다운로드는 어텋게하나요,"('제조사 AS 센터 연락처', 0.713)","('고장 실패 관련', 0.611)","('휴대폰 보험 보상 신청 방법', 0.499)"
125 미납요금이랑 당월요금 같이 입금해도될까요?,"('단말기 할부금 중도 납부 방법', 0.469)","('요금 부분 납부 방법', 0.464)","('과납', 0.462)"
13일까지납부가능,"('단말기 할부금 중도 납부 방법', 0.645)","('요금 납부일 확인 방법', 0.614)","('요금 납부일 변경 방법', 0.585)"
긴급 sos설정 방법 알려줘,"('휴대폰 긴급전화 표시 조치 방법', 0.792)","('4G5G 재난문자방송 서비스 이용 방법', 0.526)","('4G 5G 재난문자방송 서비스', 0.472)"
31일날납부가능합니다,"('요금 납부일 변경 방법', 0.679)","('요금 납부일 확인 방법', 0.668)","('단말기 할부금 중도 납부 방법', 0.601)"
11.21일 납부등록부탁합니다,"('수납이력서 재발행 방법', 0.596)","('요금 납부일 확인 방법', 0.576)","('요금 수납 내역 확인 방법', 0.563)"
휴대용 공유기 요금,"('T포켓파이', 0.653)","('테더링 및 모바일 핫스팟', 0.461)","('T포켓파이 데이터 사용량 확인 방법', 0.439)"
삼성카드 할인받도록 해주세요 거의 70만원 사용하고 있어요,"('제휴카드 할인', 0.558)","('동일 신용카드 월 5회 수납 제한', 0.463)","('T멤버십 가맹점 및 사용 방법', 0.447)"
인증요청이 안돼요,"('인증 관련', 0.911)","('Wavve 부가서비스 인증 방법', 0.513)","('로밍 중 인증 문자 수신', 0.475)"
부가사용액이뭐예요,"('부가 사용 금액', 0.892)","('부가통화', 0.531)","('부가서비스 가입내역 확인 방법', 0.446)"
회선요금 먼저 납부 가능해,"('통신과금 선결제 이용 방법', 0.679)","('요금 부분 납부 방법', 0.644)","('단말기 할부금 중도 납부 방법', 0.643)"
무료로밍이 있다고하는데요,"('데이터 로밍 요금', 0.468)","('데이터 로밍 무조건 허용', 0.462)","('T로밍 Biz 요금제', 0.439)"
바로로밍관련,"('T전화 baro', 0.579)","('T로밍 고객센터', 0.534)","('원패스 제공 국가', 0.52)"
상담사와 상담시작,"('전화 상담사 연결', 0.874)","('SK텔레콤 고객센터 운영 시간', 0.679)","('상담사 칭찬 방법', 0.441)"
troops,,,
아 와이파이 안돼,"('SK 유무선 공유기 Wi-Fi 접속 불가 조치 방법', 0.763)","('휴대폰 T Wi-Fi Zone 이용 불가 조치 방법', 0.555)","('SK 유무선 공유기 Wi-Fi 끊김 조치 방법', 0.54)"
11월 요금조회,"('실시간 요금 상세 내역', 0.512)",,
빌레토통신비안심신청방법,"('빌레터 통신비안심 신청 방법', 0.814)","('빌레터 통신비안심', 0.553)","('T안심보안 신청 방법', 0.47)"
데이터 0메가로뜹니다,"('데이터 문의 관련', 0.94)","('데이터 추가 사용 방법', 0.728)","('퀵보이스', 0.687)"
로밍 통신사 연결,"('T로밍 고객센터', 0.546)","('국제전화 사업자 선택', 0.453)","('원패스 제공 국가', 0.426)"
0.4를 100번 곱하면 답은 뭐야?,,,
인터넷전화를 핸드폰으로 착신할수있는방법,"('T_착신전환 설정 방법', 0.725)","('착신전환 이용 방법', 0.612)","('리모콘 이용 방법', 0.535)"
납부가능한날짜11월30일가능함,"('요금 납부일 확인 방법', 0.701)","('단말기 할부금 중도 납부 방법', 0.621)","('요금 납부일 변경 방법', 0.611)"
감사합니다  상담잘받았습니다,"('채티 서비스', 0.538)","('상담사 칭찬 방법', 0.516)","('A.', 0.503)"
요금제는 얼마짜리 인가요?,"('요금제문의', 0.937)","('요금제 추천', 0.544)","('LTE 요금제', 0.525)"
다음주 월요일까지 미납 납부가능할까요!,"('SKT 미납센터 연락처', 0.622)","('요금 수납 내역 확인 방법', 0.587)","('단말기 할부금 중도 납부 방법', 0.579)"
통화중 부제 전화,"('통화중대기 서비스', 0.523)","('부가통화', 0.403)",
저한테필요업는거해지해주세요,"('이동전화 해지 방법', 0.619)","('단말보험 해지 방법', 0.537)","('퀵보이스 해지 방법', 0.521)"
제 가입 만기가 끝났나요?,"('휴대폰 개통일 확인 방법', 0.479)","('연장 관련', 0.461)","('요금 납부일 확인 방법', 0.459)"
부재중 표시,"('T_부재중안내', 0.596)","('통화중대기 서비스', 0.569)","('콜키퍼', 0.549)"
11월30까지 입금하겠습니다,"('단말기 할부금 중도 납부 방법', 0.652)","('요금 납부일 확인 방법', 0.549)","('요금 납부일 변경 방법', 0.492)"
상담사바꿔주세요,"('전화 상담사 연결', 0.657)","('SK텔레콤 고객센터 운영 시간', 0.522)","('상담사 칭찬 방법', 0.421)"
다른 명의 카드납부,"('동일 신용카드 월 5회 수납 제한', 0.543)","('다른 번호 문의', 0.481)","('T로밍 카드 타인 양도', 0.444)"
데이터 요금증액에 상담요,"('데이터통화료 상한제도', 0.616)","('데이터 문의 관련', 0.591)","('데이터 추가 사용 방법', 0.584)"
12월10일에 미납요금 납부가능한데 그때로 등록해줘,"('요금 납부일 변경 방법', 0.69)","('요금 납부일 확인 방법', 0.665)","('자동납부 해지 방법', 0.548)"
너 전화번호 뭐야?,"('발신번호 관련', 0.56)","('채티 서비스', 0.536)","('전화 상담사 연결', 0.486)"
11월20일 납부가능합니다,"('요금 납부일 확인 방법', 0.686)","('단말기 할부금 중도 납부 방법', 0.648)","('요금 납부일 변경 방법', 0.593)"
카드납부방법요 페이로,"('Sk pay 결제 방법', 0.867)","('통신과금 선결제 이용 방법', 0.591)","('Sk pay 가입 방법', 0.559)"
미납요금납부일 몇회까등록가능한지,"('SKT 미납센터 연락처', 0.612)","('미납 이용정지', 0.569)","('요금 납부일 확인 방법', 0.512)"
미납요금 만납부가능한가요,"('단말기 할부금 중도 납부 방법', 0.582)","('자동납부 해지 방법', 0.557)","('수납이력서 재발행 방법', 0.552)"
납부가능일 2023 11월30일 항상 말일로  등록해주세요,"('요금 납부일 확인 방법', 0.755)","('요금 납부일 변경 방법', 0.715)","('가족 간 데이터 자동 선물 발송 시점', 0.508)"
과도한 통화 요금 초과발생,"('데이터통화료 상한제도', 0.504)","('요금제문의', 0.479)","('과납', 0.442)"
총 미납요금이얼마죠,"('SKT 미납센터 연락처', 0.621)","('가산금', 0.606)","('과납', 0.582)"
데이터 다 쓰면 요금은 어떻게 되는지,"('데이터 문의 관련', 0.723)","('데이터통화료 상한제도', 0.655)","('데이터 추가 사용 방법', 0.64)"
납부가능일 30일도 될까요?,"('요금 납부일 확인 방법', 0.75)","('요금 납부일 변경 방법', 0.715)","('단말기 할부금 중도 납부 방법', 0.622)"
데이터통화료,"('데이터통화료 상한제도', 0.79)","('T끼리 데이터 선물하기 비용', 0.689)","('데이터 문의 관련', 0.583)"
10일날 입금할께요,"('단말기 할부금 중도 납부 방법', 0.591)","('요금 납부일 확인 방법', 0.569)","('요금 납부일 변경 방법', 0.533)"
문자가 안가서요,"('메시지 관련', 0.784)","('휴대폰 문자 수발신 실패 조치 방법', 0.712)","('제조사 AS 센터 연락처', 0.673)"
가족보호3000원무슨요금인지요?,"('휴대폰가족보호', 0.643)","('T플랜 패밀리', 0.44)","('T All케어플러스3 패밀리', 0.44)"
연결 부탁 드립니다,"('전화 상담사 연결', 0.788)","('연결 관련', 0.627)","('SK텔레콤 고객센터 운영 시간', 0.493)"
해지할려고합니다,"('이동전화 해지 방법', 0.882)","('철회', 0.592)","('퀵보이스 해지 방법', 0.585)"
해지해주셔요,"('이동전화 해지 방법', 0.884)","('퀵보이스 해지 방법', 0.614)","('철회', 0.61)"
집에서는 LTE가 안터져요,"('5G 커버리지', 0.45)","('로밍 중 LTE 데이터 이용 방법', 0.441)","('LTE 휴대폰 3G 데이터 접속 조치 방법', 0.431)"
착신전화방법,"('착신전환 이용 방법', 0.898)","('착신전환 신청 방법', 0.647)","('착신전환', 0.609)"
납부 가능한 날짜 설정,"('요금 납부일 변경 방법', 0.862)","('요금 납부일 확인 방법', 0.739)","('유선 요금 납부일 변경 방법', 0.551)"
미납 요금 문의할게,"('SKT 미납센터 연락처', 0.782)","('가산금', 0.711)","('과납', 0.666)"
미납가능일 등록,"('SKT 미납센터 연락처', 0.604)","('미납 이용정지', 0.587)","('요금 납부일 확인 방법', 0.468)"
114로 전화해도돼?,"('전화 상담사 연결', 0.76)","('T전화 T114 이용 방법', 0.535)","('SK텔레콤 고객센터 운영 시간', 0.507)"
한달분만납부가능할까요,"('단말기 할부금 중도 납부 방법', 0.594)","('요금 부분 납부 방법', 0.591)","('단말기 할부', 0.433)"
근데 전화를 자꾸 끊어버려,"('휴대폰 통화 끊김 조치 방법', 0.801)","('휴대폰 데이터 끊김 조치 방법', 0.586)","('제조사 AS 센터 연락처', 0.522)"
미납요금 재결제 요청,"('SKT 미납센터 연락처', 0.612)","('미납 직권해지', 0.609)","('과납', 0.582)"
25% 요금할인을 받으려면 어떻게 합니까,"('SK텔레콤 할인 혜택', 0.445)",,
약정가입해줘,"('요금약정 할인제도', 0.596)","('데이터결합약정할인 신청 방법', 0.515)","('T지원금 약정', 0.441)"
유튜버 혜안 알아?,"('SK텔레콤 유튜브', 0.421)",,
11월요금 내야되나요,,,
약정가입원해요,"('요금약정 할인제도', 0.599)","('데이터결합약정할인 신청 방법', 0.521)","('무약정플랜 신청 방법', 0.445)"
제가 폰을  바꾸고 싶은 데요,"('휴대폰 기기변경 방법', 0.924)","('5G 기기 변경 방법', 0.724)","('갤럭시 기기 변경 상담', 0.644)"
가상계좌하고 납입 총요금 알려주세요,"('요금 수납 내역 확인 방법', 0.53)","('실시간 요금 상세 내역', 0.415)","('요금 납부일 확인 방법', 0.414)"
11월15일까지납부가능합니다,"('단말기 할부금 중도 납부 방법', 0.659)","('요금 납부일 확인 방법', 0.57)","('요금 납부일 변경 방법', 0.53)"
임종훈 580408,,,
그  멤버십에 대해서,"('T멤버십 혜택', 0.831)","('T멤버십 가맹점 및 사용 방법', 0.679)","('T멤버십 카드 발급 조건', 0.475)"
요금확인하고 싶습니다,"('요금제문의', 0.703)","('실시간 요금 상세 내역', 0.641)","('데이터 문의 관련', 0.516)"
전화 신호음이 안들려요,"('휴대폰 통화 중 잡음 묵음 조치 방법', 0.791)","('통화품질 관련', 0.719)","('휴대폰 통화 목소리 울림 조치 방법', 0.573)"
한달치 납부합니다 금액과 계좌주세요,"('요금 수납 내역 확인 방법', 0.622)","('요금 납부일 확인 방법', 0.548)","('단말기 할부금 중도 납부 방법', 0.536)"
11월23일 납부가능합니다,"('요금 납부일 확인 방법', 0.662)","('단말기 할부금 중도 납부 방법', 0.624)","('요금 수납 내역 확인 방법', 0.589)"
9월요금 알려주세요,"('요금제문의', 0.511)","('T 아이폰파손9', 0.478)","('실시간 요금 상세 내역', 0.464)"
10월에 요금 증가 원인이 무엇인가요,"('SK텔레콤 할인 혜택', 0.431)","('추가 관련', 0.411)",
1년평균 요금,"('실시간 요금 상세 내역', 0.624)","('요금제문의', 0.41)",
T 센터,"('전화 상담사 연결', 0.537)","('영업장 위치 확인', 0.504)","('SK텔레콤 고객센터 운영 시간', 0.502)"
데이터는 최대 몇 GB까지 받을 수 있어?,"('데이터 문의 관련', 0.709)","('데이터 추가 사용 방법', 0.663)","('데이터통화료 상한제도', 0.52)"
미납요금 농협가상계좌 알려줘~,"('SKT 미납센터 연락처', 0.527)","('T안심보상', 0.462)","('단말기 할부금 중도 납부 방법', 0.433)"
30일납부가능한가요?,"('요금 납부일 변경 방법', 0.639)","('단말기 할부금 중도 납부 방법', 0.63)","('요금 납부일 확인 방법', 0.622)"
데이터 몆 원이야?,"('데이터 문의 관련', 0.689)","('퀵보이스', 0.672)","('ZEM', 0.589)"
몇월달  미납요금인가요?,"('SKT 미납센터 연락처', 0.662)","('요금 수납 내역 확인 방법', 0.66)","('가산금', 0.566)"
